RJML,SSBL,Name,Season,Bats,MLB,Age,WAR,G,PA,key_MLB,year,AB,H,D,T,HR,K,BB,Kpct,BBpct,AVG,SLG,OBP,OPS,BABIP,RBI,CS,SB,Balls,CStrikes,GDP,HBP,IBB,SH,SF,R,Strikes,XAVG,XSLG,WOBA,XWOBA,XOBP,barrelpct,solidpct,flareburnpct,Pitches,whiffpct,battedballs,RC,RC27,O,ICR,whiff,barrel,solid,flareburn,KminusBB,strICR,key_FG,Def,Off,BsR,wRC+,Last_First,Pos,Name2,CJPL
ROC,WC,James McCann,2024,R,BAL,34,0.0799,62,221,543510,2024,203,46,9,0,7,52,12,23.5,5.4,0.227,0.374,0.271,0.645,0.264,27,0,1,249,122,3,2,0,0,4,26,554,0.24,0.416,0.279,0.309,0.291,8.4,9.7,19.4,827,26.6,155,21.211,3.5,134,37.5,220,13,15,30,18.1,0.529,12859,-0.6787,-5.8895,-1.4544,82.5424,"McCann, James",2,James McCann,avail
NA,NA,Leonardo Rivas,2024,B,SEA,26,0.0781,37,82,660844,2024,70,17,1,1,0,24,9,29.3,11,0.243,0.286,0.338,0.624,0.37,8,0,3,134,76,1,1,0,2,0,9,208,0.255,0.331,0.287,0.308,0.348,2.1,2.1,41.7,353,25.4,48,7.99,3.9,51,45.9,90,1,1,20,18.3,0.464,21009,-1.6269,-0.3398,0.4128,92.0163,"Rivas, Leo",64,Leonardo Rivas#,NA
avail,avail,Livan Soto,2024,L,- - -,24,0.0748,12,16,670869,2024,13,3,1,0,0,3,3,18.8,18.8,0.231,0.308,0.375,0.683,0.3,0,0,0,18,11,0,0,0,0,0,1,41,0.274,0.373,0.318,0.359,0.41,10,0,30,66,13.3,10,1.792,4.8,8,40,9,1,0,3,0,0.5,22471,0.1134,0.0794,-0.0515,111.9276,"Soto, Livan",4,Livan Soto*,avail
avail,avail,Jordyn Adams,2024,R,LAA,24,0.0703,10,38,677941,2024,35,8,0,0,1,12,3,31.6,7.9,0.229,0.314,0.289,0.603,0.318,4,0,2,46,24,1,0,0,0,0,4,106,0.257,0.394,0.271,0.311,0.316,4.3,0,30.4,158,31.7,23,3.374,3.3,22,34.7,50,1,0,7,23.700000000000003,0.57,23788,0.0943,-0.6747,0.5409,72.1718,"Adams, Jordyn",98,Jordyn Adams,avail
avail,avail,Tyler Heineman,2024,B,- - -,33,0.0691,4,7,623168,2024,4,0,0,0,0,3,2,42.9,28.6,0,0,0.429,0.429,0,0,0,0,10,5,0,1,0,0,0,0,16,0.002,0.002,0.3,0.301,0.43,0,0,0,27,36.4,1,0.334,2.3,3,0,10,0,0,0,14.299999999999997,0.593,13897,0.5211,-0.0829,-0.0238,92.6502,"Heineman, Tyler",2,Tyler Heineman#,avail
RM,avail,Estevan Florial,2024,L,CLE,26,0.0662,36,111,664314,2024,98,17,6,2,3,41,11,36.9,9.9,0.173,0.367,0.264,0.631,0.259,11,1,2,152,57,2,1,0,1,0,11,287,0.169,0.288,0.277,0.249,0.26,10.3,6.9,17.2,450,42.2,58,9.529,3,67,34.4,190,6,4,10,27,0.549,19151,-1.3499,-1.6962,0.9419,79.3251,"Florial, Estevan",798,Estevan Florial*,avail
NA,NA,Thomas Saggese,2024,R,STL,22,0.0644,10,35,695336,2024,35,6,1,0,1,11,0,31.4,0,0.171,0.286,0.171,0.457,0.217,3,0,0,26,21,0,0,0,0,0,3,81,0.214,0.373,0.195,0.251,0.214,4.2,8.3,25,126,25,24,1.714,1.6,15,37.5,32,1,2,6,31.4,0.5,27883,2.7753,-3.3231,-0.0643,22.1904,"Saggese, Thomas",465,Thomas Saggese,NA
PR,avail,Casey Schmitt,2024,R,SFG,25,0.0634,34,101,669477,2024,97,23,2,1,5,22,2,21.8,2,0.237,0.433,0.257,0.69,0.254,13,0,0,88,56,1,1,0,0,1,9,233,0.24,0.441,0.294,0.297,0.26,7.9,7.9,23.7,329,26,76,10.718,3.8,61,39.5,86,6,6,18,19.8,0.526,27577,-1.7049,-1.0646,0.225,89.3296,"Schmitt, Casey",465,Casey Schmitt,BAB
avail,avail,Jahmai Jones,2024,R,NYY,26,0.0585,33,47,663330,2024,42,10,1,1,1,16,2,34,4.3,0.238,0.381,0.304,0.685,0.36,4,1,1,50,31,0,2,0,1,0,8,99,0.195,0.34,0.302,0.268,0.265,7.4,7.4,22.2,152,30.9,27,5.001,4,32,37,47,2,2,6,29.7,0.52,18872,-0.3611,-0.633,-0.4054,95.7874,"Jones, Jahmai",749,Jahmai Jones,avail
TB,TBD,Oswald Peraza,2024,R,NYY,24,0.0575,4,11,672724,2024,10,2,0,0,1,3,1,27.3,9.1,0.2,0.5,0.273,0.773,0.167,1,0,0,10,8,0,0,0,0,0,2,28,0.244,0.535,0.329,0.362,0.313,14.3,0,14.3,40,30,7,1.435,4.8,8,28.6,12,1,0,1,18.200000000000003,0.6,22823,0.021,0.1718,-0.0158,114.8382,"Peraza, Oswald",5,Oswald Peraza,OCG
WHI,WAU,Tommy Pham,2024,R,- - -,36,0.0566,110,452,502054,2024,414,104,19,3,9,100,35,22.1,7.7,0.251,0.377,0.312,0.689,0.31,38,3,7,642,399,5,2,0,0,1,47,1134,0.271,0.426,0.303,0.329,0.331,7.3,7.9,27,1823,22.6,315,49.957,4.2,268,42.2,412,23,25,85,14.400000000000002,0.476,2967,-9.2559,-5.2351,-2.7044,95.2435,"Pham, Tommy",978,Tommy Pham,WWL
NA,NA,Brooks Baldwin,2024,B,CHW,23,0.0513,33,121,681460,2024,114,24,6,0,2,31,6,25.6,5,0.211,0.316,0.25,0.566,0.272,8,0,4,122,52,1,0,0,1,0,9,297,0.222,0.361,0.249,0.271,0.261,4.8,6,26.2,426,24.9,84,9.625,2.8,61,37,106,4,5,22,20.6,0.551,31394,1.0337,-4.556,1.2837,58.0166,"Baldwin, Brooks",46,Brooks Baldwin#,NA
RAM,avail,Cristian Pache,2024,R,- - -,25,0.0484,86,183,665506,2024,165,33,8,1,1,64,17,35,9.3,0.2,0.279,0.273,0.552,0.317,16,0,1,252,107,2,0,0,0,1,13,472,0.197,0.292,0.249,0.254,0.271,4.9,6.9,24.5,753,33,102,13.498,2.7,90,36.3,248,5,7,25,25.7,0.528,19948,3.5966,-9.2587,0.2954,56.4564,"Pache, Cristian",87,Cristian Pache,avail
NA,NA,Charles Leblanc,2024,R,LAA,28,0.0481,11,28,641779,2024,21,4,0,0,2,9,7,32.1,25,0.19,0.476,0.393,0.869,0.2,6,0,0,45,26,0,0,0,0,0,6,71,0.22,0.467,0.381,0.388,0.415,16.7,8.3,16.7,118,28.9,12,4.644,7.4,27,41.7,34,2,1,2,7.100000000000001,0.517,19813,-1.9979,1.5345,-0.0717,149.8993,"Leblanc, Charles",543,Charles Leblanc,NA
HAL,avail,Josh Palacios,2024,L,PIT,28,0.0481,20,69,641943,2024,61,14,1,0,2,10,7,14.5,10.1,0.23,0.344,0.319,0.663,0.245,7,0,0,96,39,1,1,0,0,0,8,161,0.269,0.395,0.298,0.333,0.355,3.9,2,25.5,267,24.6,51,7.024,4,41,31.4,66,2,1,13,4.4,0.483,19818,-0.5651,-1.2805,-0.2799,87.881,"Palacios, Joshua",978,Josh Palacios*,avail
NA,NA,Jhonny Pereda,2024,R,MIA,28,0.0478,17,30,640902,2024,29,7,0,0,0,6,0,20,0,0.241,0.241,0.267,0.508,0.304,3,0,0,36,28,2,1,0,0,0,2,79,0.257,0.362,0.23,0.282,0.282,4.3,4.3,30.4,117,19.6,23,1.452,1.6,11,39,23,1,1,7,20,0.522,19802,1.7175,-2.2594,-0.1567,41.425,"Pereda, Jhonny",2,Jhonny Pereda,NA
HOM,ECB,Triston Casas,2024,L,BOS,24,0.0476,55,208,671213,2024,184,43,7,0,9,71,23,34.1,11.1,0.234,0.418,0.322,0.74,0.327,22,1,0,290,155,6,1,3,0,0,23,532,0.21,0.425,0.319,0.311,0.301,11.5,6.2,23,843,33.4,113,23.787,4.3,130,40.7,282,13,7,26,23,0.522,22514,-4.8313,-1.6182,-2.1557,102.2479,"Casas, Triston",3,Triston Casas*,RAH
HAL,CW,Matt Thaiss,2024,L,LAA,29,0.0459,52,167,642136,2024,142,30,8,0,2,52,24,31.1,14.4,0.211,0.31,0.323,0.633,0.315,16,0,3,262,105,2,0,0,0,1,13,399,0.204,0.349,0.289,0.299,0.317,8.8,7.7,20.9,669,39.5,91,16.291,3.8,96,37.4,264,8,7,19,16.700000000000003,0.495,19318,-1.9265,-3.1768,-0.3295,85.1684,"Thaiss, Matt",2,Matt Thaiss*,JFS
PR,avail,Dominic Canzone,2024,L,SEA,26,0.0424,67,188,686527,2024,168,33,7,0,8,53,18,28.2,9.6,0.196,0.381,0.271,0.652,0.229,17,0,1,207,107,5,0,2,0,2,20,470,0.216,0.433,0.28,0.307,0.29,11.1,10.3,14.5,696,34.4,117,17.059,3.2,107,35.9,239,13,12,17,18.6,0.555,26438,-3.031,-2.8045,0.0647,86.724,"Canzone, Dominic",97,Dominic Canzone*,avail
avail,avail,Samad Taylor,2024,R,SEA,25,0.0392,3,5,669392,2024,5,2,0,0,0,1,0,20,0,0.4,0.4,0.4,0.8,0.5,0,0,0,3,1,0,0,0,0,0,2,11,0.187,0.203,0.353,0.171,0.187,0,0,25,14,50,4,0.8,7.2,4,25,7,0,0,1,20,0.643,22274,0.0128,0.2013,-0.0158,137.7817,"Taylor, Samad",7,Samad Taylor,avail
NA,NA,Blake Dunn,2024,R,CIN,25,0.0366,17,27,694362,2024,24,4,1,0,1,9,2,33.3,7.4,0.167,0.333,0.259,0.592,0.214,1,0,2,37,21,1,1,0,0,0,7,72,0.166,0.317,0.265,0.259,0.259,6.7,0,13.3,110,35.3,15,2.182,2.8,19,20,39,1,0,2,25.9,0.6,29487,-0.0488,-0.5007,0.7284,61.9572,"Dunn, Blake",789,Blake Dunn,NA
GNB,avail,Cade Marlowe,2024,L,SEA,27,0.0366,8,9,687799,2024,8,2,0,0,0,1,1,11.1,11.1,0.25,0.25,0.333,0.583,0.286,0,0,0,10,4,1,0,0,0,0,1,22,0.305,0.326,0.272,0.322,0.383,0,0,28.6,34,27.8,7,0.502,1.9,3,28.6,9,0,0,2,0,0.529,25505,0.0267,0.0292,0.2197,81.5808,"Marlowe, Cade",9,Cade Marlowe*,avail
CAM,KR,Mickey Moniak,2024,L,LAA,26,0.0361,120,406,666160,2024,381,84,16,2,14,111,20,27.3,4.9,0.22,0.383,0.266,0.649,0.272,49,4,7,421,186,3,4,0,0,1,46,1031,0.228,0.399,0.282,0.291,0.274,9.6,5.2,21,1496,30,271,38.907,3.4,251,35.8,449,26,14,57,22.4,0.559,19956,-2.2039,-10.9352,-1.5798,79.9549,"Moniak, Mickey",897,Mickey Moniak*,JFS
RAM,PP,Jose Herrera,2024,B,ARI,27,0.0359,38,108,645444,2024,93,21,3,1,1,25,7,23.1,6.5,0.226,0.312,0.277,0.589,0.294,12,0,0,154,93,1,0,0,7,1,9,279,0.214,0.272,0.261,0.244,0.268,0,7.9,25,469,24.2,76,8.745,2.9,62,32.9,113,0,6,19,16.6,0.488,17040,1.6691,-4.9394,-0.1984,63.3148,"Herrera, Jose",2,Jose Herrera#,avail
NA,NA,Grant McCray,2024,L,SFG,23,0.033,30,107,687529,2024,101,21,3,1,5,43,6,40.2,5.6,0.208,0.406,0.252,0.658,0.302,9,0,5,139,53,3,0,0,0,0,10,266,0.216,0.401,0.283,0.285,0.26,12.1,8.6,20.7,428,44.3,58,10.129,3.3,63,41.4,190,7,5,12,34.6,0.509,25690,-2.5389,-0.7267,1.539,82.3045,"McCray, Grant",8,Grant McCray*,NA
NA,NA,Andres Chaparro,2024,R,WSN,25,0.0324,32,129,665953,2024,118,25,11,0,4,24,7,18.6,5.4,0.212,0.407,0.279,0.686,0.233,15,1,1,157,60,3,4,0,0,0,12,335,0.229,0.41,0.298,0.307,0.295,6.4,8.5,20.2,513,25.1,94,12.745,3.5,79,35.1,129,6,8,19,13.200000000000001,0.524,21797,-1.5992,-2.4085,-0.9926,90.8271,"Chaparro, Andrés",3,Andres Chaparro,NA
NA,NA,Gustavo Campero,2024,B,LAA,26,0.0288,6,25,672569,2024,24,7,0,1,0,4,0,16,0,0.292,0.375,0.32,0.695,0.35,3,0,1,15,8,0,1,0,0,0,2,50,0.228,0.305,0.304,0.25,0.259,0,10,25,83,19.6,20,3.13,5,16,35,16,0,2,5,16,0.434,22707,-0.6351,0.0837,0.2132,95.4933,"Campero, Gustavo",9,Gustavo Campero#,NA
NA,NA,Eric Wagaman,2024,R,LAA,26,0.0218,10,43,676572,2024,43,11,4,0,2,12,0,27.9,0,0.256,0.488,0.256,0.744,0.31,7,0,0,44,20,0,0,0,0,0,5,99,0.247,0.455,0.314,0.296,0.247,9.7,19.4,19.4,158,24.7,31,5.372,4.5,31,48.5,39,3,6,6,27.9,0.436,23395,-1.6531,0.4363,0.2985,102.7876,"Wagaman, Eric",5,Eric Wagaman,NA
NA,NA,Javier Sanoja,2024,R,MIA,21,0.0144,11,30,691594,2024,29,8,2,0,0,1,1,3.3,3.3,0.276,0.345,0.3,0.645,0.286,2,0,0,22,16,2,0,0,0,0,3,62,0.276,0.357,0.283,0.288,0.3,0,3.6,28.6,99,13.2,28,2.394,2.8,14,32.2,13,0,1,8,0,0.444,28253,-0.2773,-0.5881,0.2289,77.2419,"Sanoja, Javier",6847,Javier Sanoja,NA
NA,NA,Eddy Alvarez,2024,L,NYM,34,0.008,8,7,657193,2024,6,0,0,0,0,1,1,14.3,14.3,0,0,0.143,0.143,0,0,0,0,13,8,0,0,0,0,0,2,17,0.23,0.264,0.098,0.279,0.34,0,0,20,30,11.1,5,0.037,0.2,3,20,3,0,0,1,0,0.5,16959,0.6622,-0.8186,0.3593,-40.6299,"Alvarez, Eddy",4,Eddy Alvarez*,NA
NA,NA,Brandon Lockridge,2024,R,SDP,27,0.0054,7,5,663604,2024,5,1,0,0,0,1,0,20,0,0.2,0.2,0.2,0.4,0.25,0,0,1,5,2,0,0,0,0,0,2,10,0.08,0.084,0.176,0.072,0.08,0,0,0,15,37.5,4,0.304,2.1,4,0,6,0,0,0,20,0.667,21496,0.2191,-0.3344,0.1921,12.0087,"Lockridge, Brandon",97,Brandon Lockridge,NA
NA,NA,Luis Castillo,2024,R,SEA,31,0.0013,1,1,622491,2024,1,0,0,0,0,1,0,100,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,NA,NA,NA,3,NA,0,0,0,0,NA,NA,NA,NA,NA,100,NA,15689,0.22,-0.2409,0,-100,"Castillo, Luis",,Luis Castillo,NA
NA,NA,Scott McGough,2024,R,ARI,34,-1e-4,2,1,543518,2024,1,0,0,0,0,1,0,100,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3,0,0,0,0,0,NA,NA,NA,4,0,0,0,0,0,NA,0,NA,NA,NA,100,NA,12056,0.22,-0.2541,0,-100,"McGough, Scott",,Scott McGough,NA
DV,WC,Sam Huff,2024,R,TEX,26,-7e-4,3,4,669087,2024,3,0,0,0,0,2,1,50,25,0,0,0.25,0.25,0,0,0,0,7,3,0,0,0,0,0,0,14,0.297,0.313,0.172,0.373,0.473,0,0,100,21,27.3,1,0.065,0.6,1,100,6,0,0,1,25,0.571,22209,0.3047,-0.4448,-0.0079,4.9892,"Huff, Sam",2,Sam Huff,TBT
NA,NA,Logan Driscoll,2024,L,TBR,26,-0.001,10,29,686482,2024,28,5,0,0,1,5,0,17.2,0,0.179,0.286,0.172,0.458,0.174,5,0,0,32,11,0,0,0,0,1,2,62,0.204,0.352,0.192,0.238,0.202,8.3,0,20.8,94,35.3,24,1.469,1.7,14,29.1,33,2,0,5,17.2,0.511,25475,1.6254,-2.5989,-0.0357,23.1109,"Driscoll, Logan",2,Logan Driscoll*,NA
NA,NA,Carlos Narvaez,2024,R,NYY,25,-0.0038,6,15,665966,2024,13,3,0,0,0,6,2,40,13.3,0.231,0.231,0.333,0.564,0.429,0,0,0,24,9,0,0,0,0,0,0,41,0.251,0.297,0.268,0.299,0.351,0,0,57.1,68,37.5,7,1.173,3.2,5,57.1,26,0,0,4,26.7,0.485,19722,0.1427,-0.6781,-0.2003,72.2903,"Narvaez, Carlos",2,Carlos Narvaez,NA
HOM,CB,Andrew Vaughn,2024,R,CHW,26,-0.0078,141,589,683734,2024,541,133,30,1,19,127,38,21.6,6.5,0.246,0.41,0.299,0.709,0.285,67,0,2,687,380,13,5,0,0,5,54,1465,0.248,0.461,0.307,0.327,0.303,9.8,8.8,21.7,2227,22,419,65.538,4.2,356,40.3,490,41,37,91,15.100000000000001,0.506,26197,-16.7507,-2.8948,-2.2904,99.1073,"Vaughn, Andrew",3,Andrew Vaughn,SEA
NA,NA,Jorge Barrosa,2024,B,ARI,23,-0.0102,8,18,678489,2024,17,3,2,0,0,2,0,11.1,0,0.176,0.294,0.176,0.47,0.2,1,0,1,17,10,0,0,0,1,0,3,44,0.341,0.422,0.199,0.332,0.341,6.3,0,37.5,62,14.7,16,1.007,1.8,11,43.8,9,1,0,6,11.1,0.484,23968,0.7757,-1.4782,0.2018,22.003,"Barrosa, Jorge",8,Jorge Barrosa#,NA
avail,avail,Avisail Garcia,2024,R,MIA,33,-0.0156,18,51,541645,2024,50,12,1,0,2,13,1,25.5,2,0.24,0.38,0.255,0.635,0.286,2,0,0,58,14,4,0,0,0,0,4,126,0.261,0.428,0.274,0.302,0.276,8.1,2.7,27,186,29.5,37,3.399,2.2,20,37.8,55,3,1,10,23.5,0.527,5760,-0.1071,-1.7528,0.0032,71.225,"García, Avisaíl",9,Avisail Garcia,avail
BRA,avail,Seth Brown,2024,L,OAK,31,-0.0163,117,376,664913,2024,348,82,10,1,14,105,25,27.9,6.6,0.236,0.391,0.29,0.681,0.296,44,2,4,476,188,7,2,0,0,1,30,944,0.236,0.403,0.297,0.301,0.291,9,7.4,25.4,1456,29,244,38.729,3.8,218,41.8,422,22,18,62,21.299999999999997,0.508,18171,-10.543,-2.1081,-0.5396,96.3713,"Brown, Seth",739,Seth Brown*,STL
RAM,CB,Oscar Colas,2024,L,CHW,25,-0.0166,13,38,693049,2024,33,9,0,0,0,10,4,26.3,10.5,0.273,0.273,0.368,0.641,0.391,4,1,0,39,25,0,1,0,0,0,1,100,0.251,0.295,0.3,0.299,0.352,0,8.7,34.8,144,25.3,23,3.524,3.8,18,43.5,36,0,2,8,15.8,0.555,30162,-0.7117,-0.7122,-0.4562,94.1375,"Colás, Oscar",98,Oscar Colas*,JFS
NA,NA,Jose Devers,2024,L,MIA,24,-0.017,3,4,672701,2024,4,1,0,0,0,1,0,25,0,0.25,0.25,0.25,0.5,0.333,0,0,0,7,4,0,0,0,0,0,1,11,0.324,0.344,0.22,0.295,0.324,0,0,33.3,18,14.3,3,0.25,2.2,2,33.3,3,0,0,1,25,0.5,20540,0.1109,-0.4096,-0.0991,35.1467,"Devers, José",,Jose Devers*,NA
VAN,CB,Rene Pinto,2024,R,TBR,27,-0.0179,19,49,650907,2024,42,9,3,0,2,18,4,36.7,8.2,0.214,0.429,0.292,0.721,0.304,6,0,0,67,24,0,1,0,1,1,5,116,0.195,0.489,0.31,0.34,0.285,19.2,19.2,15.4,185,42.4,26,5.811,4.5,33,53.8,78,5,5,4,28.500000000000004,0.476,19859,-1.1403,-0.6619,-0.9679,105.4335,"Pinto, René",2,Rene Pinto,OCG
NA,NA,David Banuelos,2024,R,BAL,27,-0.0219,1,1,675915,2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.006,0.008,0,0.005,0.006,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.5,23250,0,-0.2454,0,-100,"Bañuelos, David",,David Banuelos,NA
NA,NA,Chris Roller,2024,R,MIL,27,-0.0221,1,1,676896,2024,1,0,0,0,0,1,0,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,NA,NA,NA,6,40,0,0,0,0,NA,2,NA,NA,NA,100,NA,23557,0.0041,-0.2521,0,-100,"Roller, Chris",,Chris Roller,NA
NA,NA,Shay Whitcomb,2024,R,HOU,25,-0.0225,17,41,694376,2024,36,8,3,0,0,8,5,19.5,12.2,0.222,0.306,0.317,0.623,0.286,4,0,0,63,25,1,0,0,0,0,1,103,0.278,0.426,0.283,0.349,0.366,7.1,3.6,32.1,169,19.2,28,3.6,3.4,20,42.8,32,2,1,9,7.300000000000001,0.468,27789,-0.6717,-0.9086,-0.1739,84.4103,"Whitcomb, Shay",54,Shay Whitcomb,NA
NA,NA,Eric Yang,2024,R,CIN,26,-0.0233,1,1,687066,2024,1,0,0,0,0,1,0,100,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,NA,NA,NA,7,75,0,0,0,0,NA,5,NA,NA,NA,100,NA,27698,0,-0.2594,0,-100,"Yang, Eric",,Eric Yang,NA
avail,avail,J.P. Martinez,2024,L,ATL,28,-0.0233,7,10,679881,2024,10,2,1,0,0,4,0,40,0,0.2,0.3,0.2,0.5,0.333,0,0,1,11,5,0,0,0,0,0,2,31,0.097,0.118,0.213,0.092,0.097,0,0,0,42,34.6,6,0.704,2.4,6,0,15,0,0,0,40,0.738,24451,0.0015,-0.5622,0.2528,31.8943,"Martínez, J.P.",98,J.P. Martinez*,avail
avail,avail,Ben Gamel,2024,L,- - -,32,-0.0252,38,99,592325,2024,81,20,4,0,1,24,18,24.2,18.2,0.247,0.333,0.384,0.717,0.339,4,0,1,148,75,0,0,1,0,0,22,221,0.263,0.376,0.327,0.347,0.397,10.5,1.8,31.6,381,33.6,57,12.26,5.4,71,43.9,128,6,1,18,6,0.449,12160,-4.4334,0.8909,-0.7502,114.3111,"Gamel, Ben",97,Ben Gamel*,avail
CK,KR,Drew Waters,2024,B,KCR,25,-0.0267,7,19,671221,2024,16,3,1,0,0,6,2,31.6,10.5,0.188,0.25,0.316,0.566,0.3,1,0,0,36,13,0,1,0,0,0,2,57,0.107,0.145,0.269,0.202,0.248,0,0,10,94,31.8,10,1.509,3.1,10,10,30,0,0,1,21.1,0.585,20505,-0.5721,-0.3178,0.3657,68.7037,"Waters, Drew",97,Drew Waters#,SEA
avail,avail,David Fletcher,2024,R,ATL,30,-0.0295,5,9,664058,2024,8,2,0,0,0,1,0,11.1,0,0.25,0.25,0.222,0.472,0.25,2,0,0,2,8,0,0,0,0,1,0,23,0.097,0.111,0.196,0.144,0.157,0,0,12.5,27,0,8,0.56,2.2,4,12.5,0,0,0,1,11.1,0.778,17992,0.289,-0.8772,-0.0158,20.0228,"Fletcher, David",4,David Fletcher,avail
CAM,NB,MJ Melendez,2024,L,KCR,25,-0.0334,128,436,669004,2024,400,85,23,3,17,105,33,24.1,7.6,0.212,0.412,0.276,0.688,0.245,44,4,4,580,219,3,2,1,0,0,44,1148,0.247,0.442,0.297,0.323,0.307,8.5,9.2,21,1777,28.8,295,45.699,3.8,268,38.7,512,25,27,62,16.5,0.518,22197,-7.7312,-7.0793,-1.1671,88.2039,"Melendez Jr., MJ",79,MJ Melendez*,HAM
TB,SLB,Joey Gallo,2024,L,WSN,30,-0.0345,69,243,608336,2024,207,34,9,0,9,94,31,38.7,12.8,0.164,0.338,0.284,0.622,0.238,21,1,3,371,157,1,4,0,0,1,22,597,0.179,0.367,0.28,0.295,0.297,14,7.9,18.4,1007,39.5,114,22.383,3.4,140,40.3,398,16,9,21,25.900000000000002,0.502,14128,-1.5195,-6.9574,-0.6917,78.4518,"Gallo, Joey",39,Joey Gallo*,ANG
BRA,WC,Seby Zavala,2024,R,SEA,30,-0.0381,18,43,664874,2024,39,6,2,0,1,16,3,37.2,7,0.154,0.282,0.214,0.496,0.227,2,0,0,56,31,2,0,0,1,0,4,115,0.185,0.368,0.221,0.265,0.243,4.2,25,16.7,171,36.9,24,2.002,1.5,18,45.9,63,1,6,4,30.200000000000003,0.544,18887,0.9738,-2.7725,-0.0643,45.2122,"Zavala, Seby",2,Seby Zavala,avail
NA,NA,Jakson Reetz,2024,R,SFG,28,-0.04,6,15,656883,2024,14,2,1,0,1,5,1,33.3,6.7,0.143,0.429,0.2,0.629,0.125,1,0,0,15,6,1,0,0,0,0,1,34,0.167,0.417,0.266,0.271,0.223,11.1,11.1,11.1,49,42.9,9,0.835,1.7,7,33.3,21,1,1,1,26.599999999999998,0.572,17837,-0.3583,-0.5326,-0.0073,70.7329,"Reetz, Jakson",2,Jakson Reetz,NA
GH,SR,Myles Straw,2024,R,CLE,29,-0.0402,4,1,664702,2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.003,0.003,0,0.003,0.003,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,17620,-0.2354,-0.1883,0.0586,-100,"Straw, Myles",,Myles Straw,GAP
avail,avail,Jon Singleton,2024,L,HOU,32,-0.0406,115,389,572138,2024,344,82,12,1,13,108,42,27.8,10.8,0.238,0.392,0.319,0.711,0.305,41,0,0,580,310,2,0,0,0,3,45,938,0.232,0.394,0.312,0.311,0.315,9.2,4.6,25.9,1549,30.1,239,46.253,4.7,248,39.7,466,22,11,62,17,0.483,10441,-11.5224,-1.7969,-3.9815,104.8852,"Singleton, Jon",3,Jon Singleton*,avail
avail,avail,Luken Baker,2024,R,STL,27,-0.0452,19,46,663609,2024,37,7,1,1,2,11,7,23.9,15.2,0.189,0.432,0.304,0.736,0.192,10,0,1,70,28,1,0,0,0,2,3,109,0.18,0.328,0.313,0.288,0.307,7.1,10.7,17.9,189,34.1,28,5.477,4.5,34,35.7,64,2,3,5,8.7,0.471,21497,-1.8396,-0.14,-0.2378,101.7768,"Baker, Luken",,Luken Baker,avail
avail,avail,Billy McKinney,2024,L,PIT,29,-0.0463,10,28,641856,2024,25,5,1,0,0,13,2,46.4,7.1,0.2,0.24,0.286,0.526,0.417,2,0,0,35,20,1,1,0,0,0,4,74,0.166,0.234,0.246,0.227,0.255,8.3,0,25,114,48.1,12,1.695,2.2,14,33.3,55,1,0,3,39.3,0.579,15654,0.2407,-1.6282,-0.0317,52.35,"McKinney, Billy",79,Billy McKinney*,avail
avail,avail,Jake Cave,2024,L,COL,31,-0.0496,116,325,595909,2024,305,77,14,4,7,91,16,28,4.9,0.252,0.393,0.289,0.682,0.333,37,2,5,381,179,6,1,1,0,3,37,842,0.234,0.358,0.294,0.274,0.274,5.1,5.1,26.3,1267,28.6,217,33.955,3.8,201,36.5,362,11,11,57,23.1,0.54,14477,-1.4765,-9.8942,0.1609,74.1444,"Cave, Jake",978,Jake Cave*,avail
HAR,avail,Jacob Amaya,2024,R,- - -,25,-0.0501,17,51,676070,2024,47,10,1,0,0,20,4,39.2,7.8,0.213,0.234,0.275,0.509,0.37,2,0,1,75,49,3,0,0,0,0,4,118,0.183,0.232,0.234,0.22,0.247,3.7,0,22.2,210,28.9,27,2.709,1.8,19,25.9,61,1,0,6,31.400000000000002,0.495,23296,0.6419,-2.8228,0.2359,48.1074,"Amaya, Jacob",6,Jacob Amaya,avail
DV,avail,Hunter Renfroe,2024,R,KCR,32,-0.0514,114,406,592669,2024,367,85,18,0,13,76,36,18.7,8.9,0.232,0.387,0.303,0.69,0.258,50,1,1,544,310,9,2,0,0,1,42,1013,0.226,0.364,0.303,0.292,0.298,6.2,6.5,22.6,1593,22.9,292,42.561,3.9,250,35.3,365,18,19,66,9.799999999999999,0.506,15464,-6.8098,-7.1787,-3.6341,92.4053,"Renfroe, Hunter",9,Hunter Renfroe,GAP
